epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,3878.96,1.79611,2.4009,1.10934,1.04741,0.55466,0.4065,0.41943,0.16742,0.56233,0.37842,0.41142,0.14169,2.18786,2.8072,1.34948,1.15372,0.0004556,0.0004556,0.0004556
41,3967.65,1.85211,2.52077,1.15706,1.08776,0.58604,0.39238,0.41853,0.17362,0.58716,0.38766,0.42905,0.15804,2.17503,2.73385,1.32227,1.1502,0.000416,0.000416,0.000416
42,4054.7,1.82988,2.50108,1.13163,1.08398,0.58904,0.36659,0.40556,0.15842,0.55491,0.33444,0.38288,0.1265,2.30984,2.86268,1.3731,1.19041,0.0003764,0.0003764,0.0003764
43,4142.86,1.82523,2.50641,1.12315,1.08209,0.57185,0.3884,0.40803,0.15708,0.5472,0.36327,0.39616,0.13256,2.26209,2.83066,1.34473,1.1859,0.0003368,0.0003368,0.0003368
44,4229.61,1.80009,2.46799,1.11286,1.07969,0.56434,0.39357,0.41117,0.16533,0.55683,0.36357,0.40393,0.14632,2.21386,2.69439,1.35344,1.16824,0.0002972,0.0002972,0.0002972
45,4314.65,1.79628,2.4714,1.10085,1.07022,0.61081,0.39727,0.42395,0.1707,0.60986,0.36475,0.41102,0.14569,2.19078,2.80708,1.31348,1.15675,0.0002576,0.0002576,0.0002576
46,4403.57,1.77934,2.4598,1.08057,1.06719,0.5988,0.40022,0.42451,0.17166,0.58459,0.3544,0.40549,0.14668,2.18367,2.74712,1.31174,1.15676,0.000218,0.000218,0.000218
47,4489.71,1.77627,2.4547,1.0752,1.06117,0.57792,0.38655,0.40646,0.16659,0.58867,0.3592,0.40276,0.14072,2.19541,2.81363,1.31398,1.15856,0.0001784,0.0001784,0.0001784
48,4576.31,1.75837,2.43253,1.06619,1.06075,0.6083,0.39209,0.42153,0.17156,0.56928,0.36828,0.40936,0.14722,2.19206,2.74601,1.30877,1.16083,0.0001388,0.0001388,0.0001388
49,4663.99,1.76059,2.42039,1.0686,1.05841,0.58107,0.39623,0.41572,0.16997,0.55469,0.37378,0.40752,0.14543,2.18582,2.74768,1.30457,1.15836,9.92e-05,9.92e-05,9.92e-05
50,4750.05,1.73203,2.4009,1.05285,1.04881,0.59007,0.3847,0.40883,0.16783,0.60009,0.35846,0.40432,0.14491,2.20117,2.78054,1.31583,1.16468,5.96e-05,5.96e-05,5.96e-05
